,basDt,idxNm,idxCsf,epyItmsCnt,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgMrktTotAmt,lsYrEdVsFltRg,lsYrEdVsFltRt,yrWRcrdHgst,yrWRcrdHgstDt,yrWRcrdLwst,yrWRcrdLwstDt,basPntm,basIdx
240,20241230,코스피,KOSPI시리즈,843,2399.49,-5.28,-.22,2397.49,2429.75,2390.44,303963509,5315451121758,1963328801432073,-256,-9.63,2891.35,20240711,2360.58,20241209,19800104,100
241,20241227,코스피,KOSPI시리즈,843,2404.77,-24.9,-1.02,2419.46,2423.86,2388.33,311291279,6339606976315,1966956732701405,-251,-9.43,2891.35,20240711,0,20241230,19800104,100
242,20241226,코스피,KOSPI시리즈,843,2429.67,-10.85,-.44,2449.52,2449.52,2428.82,322800054,6410407187557,1989005161072953,-226,-8.5,2891.35,20240711,0,20241227,19800104,100
243,20241224,코스피,KOSPI시리즈,843,2440.52,-1.49,-.06,2450.55,2452.85,2432.42,386777917,6740790173171,1997825853682133,-215,-8.09,2891.35,20240711,0,20241226,19800104,100
244,20241223,코스피,KOSPI시리즈,842,2442.01,37.86,1.57,2423.36,2446.97,2413.62,428166806,7375539570358,1998047401443676,-213,-8.03,2891.35,20240711,0,20241224,19800104,100
245,20241220,코스피,KOSPI시리즈,842,2404.15,-31.78,-1.3,2429.63,2430.69,2389.86,617782376,9347347558007,1967064816798788,-251,-9.46,2891.35,20240711,0,20241223,19800104,100
246,20241219,코스피,KOSPI시리즈,842,2435.93,-48.5,-1.95,2426.55,2450.05,2423.59,504467068,8443749654047,1993417137823853,-219,-8.26,2891.35,20240711,0,20241220,19800104,100
247,20241218,코스피,KOSPI시리즈,842,2484.43,27.62,1.12,2463.06,2492,2462.82,441677820,8338565732727,2033135712509950,-171,-6.43,2891.35,20240711,0,20241219,19800104,100
248,20241217,코스피,KOSPI시리즈,842,2456.81,-32.16,-1.29,2487.31,2487.31,2455.05,559039721,9284835596090,2010343832541547,-198,-7.47,2891.35,20240711,0,20241218,19800104,100
249,20241216,코스피,KOSPI시리즈,841,2488.97,-5.49,-.22,2511.08,2515.62,2483.43,526708153,8466421567755,2037825063390027,-166,-6.26,2891.35,20240711,0,20241217,19800104,100
250,20241213,코스피,KOSPI시리즈,841,2494.46,12.34,.5,2473.75,2500.32,2470.24,577737398,8849455236945,2042115883546408,-161,-6.06,2891.35,20240711,0,20241216,19800104,100
251,20241212,코스피,KOSPI시리즈,841,2482.12,39.61,1.62,2456.63,2487.95,2448.76,664187237,12259144225557,2032250619015376,-173,-6.52,2891.35,20240711,0,20241213,19800104,100
252,20241211,코스피,KOSPI시리즈,841,2442.51,24.67,1.02,2412.15,2443.34,2411.38,617716470,7745860519277,1999754741961752,-213,-8.01,2891.35,20240711,0,20241212,19800104,100
253,20241210,코스피,KOSPI시리즈,841,2417.84,57.26,2.43,2384.51,2419.06,2384.51,598770280,9303804224973,1979769346742696,-237,-8.94,2891.35,20240711,0,20241211,19800104,100
254,20241209,코스피,KOSPI시리즈,841,2360.58,-67.58,-2.78,2392.37,2399.52,2360.18,591644435,10004534867179,1933161934819931,-295,-11.1,2891.35,20240711,0,20241210,19800104,100
255,20241206,코스피,KOSPI시리즈,842,2428.16,-13.69,-.56,2451.6,2459.24,2397.73,630408602,10726880321289,1988510021328156,-227,-8.55,2891.35,20240711,0,20241209,19800104,100
256,20241205,코스피,KOSPI시리즈,842,2441.85,-22.15,-.9,2471.45,2471.45,2434.78,519351593,9720715707167,1999305298106164,-213,-8.04,2891.35,20240711,0,20241206,19800104,100
257,20241204,코스피,KOSPI시리즈,842,2464,-36.1,-1.44,2450.76,2483.04,2442.46,670284268,13296925007005,2016934529725719,-191,-7.2,2891.35,20240711,0,20241205,19800104,100
258,20241203,코스피,KOSPI시리즈,842,2500.1,45.62,1.86,2472.06,2500.67,2471.55,324137730,9145172832624,2046261046449732,-155,-5.84,2891.35,20240711,0,20241204,19800104,100
259,20241202,코스피,KOSPI시리즈,842,2454.48,-1.43,-.06,2479.02,2483.29,2448.45,328109545,7591739683478,2009713877727404,-201,-7.56,2891.35,20240711,0,20241203,19800104,100
260,20241129,코스피,KOSPI시리즈,841,2455.91,-48.76,-1.95,2496.93,2496.93,2446.96,384278001,9106481521439,2011421418734674,-199,-7.51,2891.35,20240711,0,20241202,19800104,100
261,20241128,코스피,KOSPI시리즈,841,2504.67,1.61,.06,2499.69,2513.63,2495.64,342571105,7572752629681,2050357986144085,-151,-5.67,2891.35,20240711,0,20241129,19800104,100
262,20241127,코스피,KOSPI시리즈,841,2503.06,-17.3,-.69,2518.82,2526.32,2498.32,414339138,8586048743292,2049072449824867,-152,-5.73,2891.35,20240711,0,20241128,19800104,100
263,20241126,코스피,KOSPI시리즈,841,2520.36,-13.98,-.55,2521.39,2526.62,2512.21,441708781,8709923196814,2064372965736248,-135,-5.08,2891.35,20240711,0,20241127,19800104,100
264,20241125,코스피,KOSPI시리즈,841,2534.34,33.1,1.32,2524.11,2541.76,2517.98,564692445,13495227553966,2075112931767044,-121,-4.55,2891.35,20240711,0,20241126,19800104,100
265,20241122,코스피,KOSPI시리즈,841,2501.24,20.61,.83,2493.42,2511.23,2492.21,543517791,8017171405214,2048900260074806,-154,-5.8,2891.35,20240711,0,20241125,19800104,100
266,20241121,코스피,KOSPI시리즈,841,2480.63,-1.66,-.07,2474.62,2496.97,2474.62,451118534,8356409257842,2032824142509323,-175,-6.58,2891.35,20240711,0,20241122,19800104,100
267,20241120,코스피,KOSPI시리즈,841,2482.29,10.34,.42,2475.76,2489.15,2471.79,408789732,7820084740597,2033134230437159,-173,-6.51,2891.35,20240711,0,20241121,19800104,100
268,20241119,코스피,KOSPI시리즈,841,2471.95,2.88,.12,2469.13,2479.39,2465.15,410856127,9085861075487,2019146278738576,-183,-6.9,2891.35,20240711,0,20241120,19800104,100
269,20241118,코스피,KOSPI시리즈,841,2469.07,52.21,2.16,2440.31,2480.01,2437.53,443925881,10621301146512,2017377526672606,-186,-7.01,2891.35,20240711,0,20241119,19800104,100
270,20241115,코스피,KOSPI시리즈,841,2416.86,-2,-.08,2413.05,2433.18,2390.56,623327161,12365758546178,1973513509553940,-238,-8.98,2891.35,20240711,0,20241118,19800104,100
271,20241114,코스피,KOSPI시리즈,841,2418.86,1.78,.07,2430.26,2441.43,2410.93,639989952,13017388247182,1972611776340117,-236,-8.9,2891.35,20240711,0,20241115,19800104,100
272,20241113,코스피,KOSPI시리즈,841,2417.08,-65.49,-2.64,2468.27,2478.87,2415.77,619176261,11208360429193,1970663209161735,-238,-8.97,2891.35,20240711,0,20241114,19800104,100
273,20241112,코스피,KOSPI시리즈,841,2482.57,-49.09,-1.94,2527.94,2532.44,2481.53,735812780,12848018036593,2022644867370757,-173,-6.5,2891.35,20240711,0,20241113,19800104,100
274,20241111,코스피,KOSPI시리즈,841,2531.66,-29.49,-1.15,2562.05,2562.05,2525.56,572196827,11290168186878,2062998743903726,-124,-4.66,2891.35,20240711,0,20241112,19800104,100
275,20241108,코스피,KOSPI시리즈,841,2561.15,-3.48,-.14,2586.7,2593.15,2553.42,448734499,9921212340072,2087229089933475,-94,-3.55,2891.35,20240711,0,20241111,19800104,100
276,20241107,코스피,KOSPI시리즈,841,2564.63,1.12,.04,2557.23,2579.81,2540.48,465146173,10809704016429,2089840468646244,-91,-3.41,2891.35,20240711,0,20241108,19800104,100
277,20241106,코스피,KOSPI시리즈,840,2563.51,-13.37,-.52,2591.9,2592.75,2544.04,548506117,11791887929674,2089044036625021,-92,-3.46,2891.35,20240711,0,20241107,19800104,100
278,20241105,코스피,KOSPI시리즈,840,2576.88,-12.09,-.47,2570.24,2586.73,2564.66,310875315,7716007774972,2100113789116178,-78,-2.95,2891.35,20240711,0,20241106,19800104,100
279,20241104,코스피,KOSPI시리즈,840,2588.97,46.61,1.83,2549.04,2588.97,2542.68,373943470,8064748773264,2110215065385317,-66,-2.5,2891.35,20240711,0,20241105,19800104,100
280,20241101,코스피,KOSPI시리즈,840,2542.36,-13.79,-.54,2542.96,2559.3,2536.84,319848769,7944318405637,2072677282762738,-113,-4.25,2891.35,20240711,0,20241104,19800104,100
281,20241031,코스피,KOSPI시리즈,840,2556.15,-37.64,-1.45,2575.24,2579.65,2552.36,406613036,10980673439062,2083807734485505,-99,-3.73,2891.35,20240711,0,20241101,19800104,100
282,20241030,코스피,KOSPI시리즈,840,2593.79,-24.01,-.92,2606.99,2613.47,2586.88,487359045,9067046289191,2114675137976877,-61,-2.32,2891.35,20240711,0,20241031,19800104,100
283,20241029,코스피,KOSPI시리즈,840,2617.8,5.37,.21,2606.94,2617.8,2595.86,363290058,9341171256858,2134424479869187,-37,-1.41,2891.35,20240711,0,20241030,19800104,100
284,20241028,코스피,KOSPI시리즈,840,2612.43,29.16,1.13,2588.45,2612.96,2587.2,333735957,9133006346665,2129841276048609,-43,-1.61,2891.35,20240711,0,20241029,19800104,100
285,20241025,코스피,KOSPI시리즈,840,2583.27,2.24,.09,2597.44,2611.27,2577,462898403,10286877485946,2105651493083676,-72,-2.71,2891.35,20240711,0,20241028,19800104,100
286,20241024,코스피,KOSPI시리즈,840,2581.03,-18.59,-.72,2591.69,2600.26,2578.8,343098218,9733937488291,2104042768297716,-74,-2.8,2891.35,20240711,0,20241025,19800104,100
287,20241023,코스피,KOSPI시리즈,840,2599.62,28.92,1.12,2575.25,2607.79,2567.42,352421162,9430154792746,2120697375665930,-56,-2.1,2891.35,20240711,0,20241024,19800104,100
288,20241022,코스피,KOSPI시리즈,840,2570.7,-34.22,-1.31,2600.87,2604.16,2564.46,343318170,8958061448792,2096600928094997,-85,-3.19,2891.35,20240711,0,20241023,19800104,100
289,20241021,코스피,KOSPI시리즈,840,2604.92,11.1,.43,2600.77,2618.71,2594.05,240675023,7757213527460,2124505397404487,-50,-1.9,2891.35,20240711,0,20241022,19800104,100
290,20241018,코스피,KOSPI시리즈,840,2593.82,-15.48,-.59,2616.04,2618.32,2587.96,265201103,8274853556430,2115279710372210,-61,-2.31,2891.35,20240711,0,20241021,19800104,100
291,20241017,코스피,KOSPI시리즈,840,2609.3,-1.06,-.04,2620.74,2622.71,2603.52,331265227,9953645240876,2127416627409576,-46,-1.73,2891.35,20240711,0,20241018,19800104,100
292,20241016,코스피,KOSPI시리즈,840,2610.36,-23.09,-.88,2606.7,2622.33,2601.35,437552776,10053097319299,2129276601242486,-45,-1.69,2891.35,20240711,0,20241017,19800104,100
293,20241015,코스피,KOSPI시리즈,840,2633.45,10.16,.39,2632.37,2635.32,2615.47,438292799,10054355841679,2147319522898363,-22,-.82,2891.35,20240711,0,20241016,19800104,100
294,20241014,코스피,KOSPI시리즈,840,2623.29,26.38,1.02,2602.63,2628.54,2602.63,401705670,8525414408760,2138449589891613,-32,-1.2,2891.35,20240711,0,20241015,19800104,100
295,20241011,코스피,KOSPI시리즈,840,2596.91,-2.25,-.09,2612.02,2621.93,2594.43,491276237,9548436311434,2116899470457183,-58,-2.2,2891.35,20240711,0,20241014,19800104,100
296,20241010,코스피,KOSPI시리즈,840,2599.16,4.8,.19,2611.65,2613.61,2596.86,618559988,13867594373662,2118769902148872,-56,-2.11,2891.35,20240711,0,20241011,19800104,100
297,20241008,코스피,KOSPI시리즈,840,2594.36,-16.02,-.61,2592.65,2601.96,2581.79,318240024,9168276247124,2116186427772118,-61,-2.29,2891.35,20240711,0,20241010,19800104,100
298,20241007,코스피,KOSPI시리즈,841,2610.38,40.67,1.58,2579.2,2611.93,2561.46,343671145,10378943872137,2129898509102692,-45,-1.69,2891.35,20240711,0,20241008,19800104,100
299,20241004,코스피,KOSPI시리즈,841,2569.71,8.02,.31,2563.7,2585.59,2555.57,414328553,10016557160951,2097299169852461,-86,-3.22,2891.35,20240711,0,20241007,19800104,100
300,20241002,코스피,KOSPI시리즈,841,2561.69,-31.58,-1.22,2566.55,2591.61,2555.46,351004351,9607877432678,2091253055072237,-94,-3.52,2891.35,20240711,0,20241004,19800104,100
301,20240930,코스피,KOSPI시리즈,841,2593.27,-56.51,-2.13,2665.24,2668.66,2593.27,358915798,10806867445787,2115975531403173,-62,-2.34,2891.35,20240711,0,20241002,19800104,100
302,20240927,코스피,KOSPI시리즈,840,2649.78,-21.79,-.82,2674.58,2681.45,2649.78,413004129,11987017925748,2162827763884496,-6,-.21,2891.35,20240711,0,20240930,19800104,100
303,20240926,코스피,KOSPI시리즈,840,2671.57,75.25,2.9,2630.91,2671.57,2630.3,324888966,11602405999054,2179114311367054,16,.61,2891.35,20240711,0,20240927,19800104,100
304,20240925,코스피,KOSPI시리즈,840,2596.32,-35.36,-1.34,2652.71,2663.36,2596.32,454471748,11671496763447,2118800293629689,-59,-2.22,2891.35,20240711,0,20240926,19800104,100
305,20240924,코스피,KOSPI시리즈,840,2631.68,29.67,1.14,2612.45,2631.68,2597.81,355097005,10338360663397,2146552075310106,-24,-.89,2891.35,20240711,0,20240925,19800104,100
306,20240923,코스피,KOSPI시리즈,840,2602.01,8.64,.33,2596.47,2603.57,2588.49,339140017,9526459225941,2122839424585600,-53,-2.01,2891.35,20240711,0,20240924,19800104,100
307,20240920,코스피,KOSPI시리즈,840,2593.37,12.57,.49,2603.83,2619.55,2591.4,495964133,14276592945661,2116582292566161,-62,-2.33,2891.35,20240711,0,20240923,19800104,100
308,20240919,코스피,KOSPI시리즈,840,2580.8,5.39,.21,2594.67,2598.68,2550.09,385081293,12871058979763,2106110321613510,-74,-2.8,2891.35,20240711,0,20240920,19800104,100
309,20240913,코스피,KOSPI시리즈,840,2575.41,3.32,.13,2571.81,2584.11,2562.91,358262872,8422029131843,2101346639321967,-80,-3.01,2891.35,20240711,0,20240919,19800104,100
310,20240912,코스피,KOSPI시리즈,840,2572.09,58.72,2.34,2547.5,2572.09,2537.87,340478891,11282356523795,2099101129801418,-83,-3.13,2891.35,20240711,0,20240913,19800104,100
311,20240911,코스피,KOSPI시리즈,840,2513.37,-10.06,-.4,2524.86,2526.13,2493.37,302560681,9623015977525,2051977998276998,-142,-5.34,2891.35,20240711,0,20240912,19800104,100
312,20240910,코스피,KOSPI시리즈,840,2523.43,-12.5,-.49,2542.69,2544.83,2522.48,347650170,8421866699897,2061808623287734,-132,-4.97,2891.35,20240711,0,20240911,19800104,100
313,20240909,코스피,KOSPI시리즈,840,2535.93,-8.35,-.33,2498.67,2543.22,2491.3,270230978,7454380686929,2071956884756337,-119,-4.49,2891.35,20240711,0,20240910,19800104,100
314,20240906,코스피,KOSPI시리즈,840,2544.28,-31.22,-1.21,2576.66,2576.94,2529.31,374782188,8685310141898,2079144168315112,-111,-4.18,2891.35,20240711,0,20240909,19800104,100
315,20240905,코스피,KOSPI시리즈,840,2575.5,-5.3,-.21,2598.36,2615.8,2560.65,379002653,10189751207176,2103967317605974,-80,-3,2891.35,20240711,0,20240906,19800104,100
316,20240904,코스피,KOSPI시리즈,840,2580.8,-83.83,-3.15,2589.94,2608.13,2578.07,455469305,11370290372994,2109693404841243,-74,-2.8,2891.35,20240711,0,20240905,19800104,100
317,20240903,코스피,KOSPI시리즈,840,2664.63,-16.37,-.61,2683.12,2695.59,2664.63,303460408,8978417447396,2178330436205581,9,.35,2891.35,20240711,0,20240904,19800104,100
318,20240902,코스피,KOSPI시리즈,840,2681,6.69,.25,2683.8,2686.98,2658.31,266992573,8669962668666,2192680031182319,26,.97,2891.35,20240711,0,20240903,19800104,100
319,20240830,코스피,KOSPI시리즈,840,2674.31,12.03,.45,2676.72,2686.51,2668.66,278845310,10340760628054,2187461755865038,19,.72,2891.35,20240711,0,20240902,19800104,100
320,20240829,코스피,KOSPI시리즈,840,2662.28,-27.55,-1.02,2657.18,2672.9,2649.56,288835634,11464719820380,2178258767290179,7,.26,2891.35,20240711,0,20240830,19800104,100
321,20240828,코스피,KOSPI시리즈,840,2689.83,.58,.02,2690.59,2695.51,2671.59,280773871,10567478196675,2200592606674385,35,1.3,2891.35,20240711,0,20240829,19800104,100
322,20240827,코스피,KOSPI시리즈,840,2689.25,-8.76,-.32,2696.24,2700.18,2681.92,264056855,8050720479398,2199479583926951,34,1.28,2891.35,20240711,0,20240828,19800104,100
323,20240826,코스피,KOSPI시리즈,840,2698.01,-3.68,-.14,2716.88,2718.47,2688.79,333687885,9087411201066,2206549658882071,43,1.61,2891.35,20240711,0,20240827,19800104,100
324,20240823,코스피,KOSPI시리즈,840,2701.69,-5.98,-.22,2690.8,2712.84,2689.54,330591762,8285767864758,2210797298505351,46,1.75,2891.35,20240711,0,20240826,19800104,100
325,20240822,코스피,KOSPI시리즈,840,2707.67,6.54,.24,2710.95,2711.38,2690.35,441756204,8946316911575,2215412798846490,52,1.97,2891.35,20240711,0,20240823,19800104,100
326,20240821,코스피,KOSPI시리즈,840,2701.13,4.5,.17,2687.2,2704.98,2684.61,417329635,9378558424607,2210561175693671,46,1.73,2891.35,20240711,0,20240822,19800104,100
327,20240820,코스피,KOSPI시리즈,840,2696.63,22.27,.83,2699.74,2706.05,2686.06,484188400,8954162720335,2206940381891250,41,1.56,2891.35,20240711,0,20240821,19800104,100
328,20240819,코스피,KOSPI시리즈,839,2674.36,-22.87,-.85,2697.97,2699.84,2664.28,395636824,9262568374795,2189820559401236,19,.72,2891.35,20240711,0,20240820,19800104,100
329,20240816,코스피,KOSPI시리즈,839,2697.23,52.73,1.99,2695.49,2699.61,2680.74,385851899,11192930297117,2208881287865466,42,1.58,2891.35,20240711,0,20240819,19800104,100
330,20240814,코스피,KOSPI시리즈,839,2644.5,23,.88,2649.11,2653.71,2632.44,328748140,8867077142812,2164754882564239,-11,-.41,2891.35,20240711,0,20240816,19800104,100
331,20240813,코스피,KOSPI시리즈,839,2621.5,3.2,.12,2624.5,2636.12,2607.52,378532151,8965946240835,2145433739879246,-34,-1.27,2891.35,20240711,0,20240814,19800104,100
332,20240812,코스피,KOSPI시리즈,839,2618.3,29.87,1.15,2602.16,2622.86,2602.01,293083794,7601221663229,2142430302010892,-37,-1.39,2891.35,20240711,0,20240813,19800104,100
333,20240809,코스피,KOSPI시리즈,839,2588.43,31.7,1.24,2603.08,2603.08,2575.9,475012051,9721686771659,2118139215572282,-67,-2.52,2891.35,20240711,0,20240812,19800104,100
334,20240808,코스피,KOSPI시리즈,839,2556.73,-11.68,-.45,2530.21,2570.34,2518.52,495299005,11463675279196,2092077568084577,-99,-3.71,2891.35,20240711,0,20240809,19800104,100
335,20240807,코스피,KOSPI시리즈,839,2568.41,46.26,1.83,2515.27,2594.83,2510.82,476990686,13081659609896,2102251051407106,-87,-3.27,2891.35,20240711,0,20240808,19800104,100
336,20240806,코스피,KOSPI시리즈,839,2522.15,80.6,3.3,2533.34,2578.77,2491.47,567266430,15535848582551,2063686210909231,-133,-5.01,2891.35,20240711,0,20240807,19800104,100
337,20240805,코스피,KOSPI시리즈,839,2441.55,-234.64,-8.77,2611.3,2611.3,2386.96,763777757,18781701096636,1997745882924562,-214,-8.05,2891.35,20240711,0,20240806,19800104,100
338,20240802,코스피,KOSPI시리즈,839,2676.19,-101.49,-3.65,2719.39,2725.05,2666.4,531785136,13102123147549,2189768948287380,21,.79,2891.35,20240711,0,20240805,19800104,100
339,20240801,코스피,KOSPI시리즈,839,2777.68,6.99,.25,2787.27,2794.11,2772.97,480833975,10904975425060,2268412040496396,122,4.61,2891.35,20240711,0,20240802,19800104,100
340,20240731,코스피,KOSPI시리즈,839,2770.69,32.5,1.19,2745.58,2770.7,2733.63,557090057,12197991898146,2262832341048634,115,4.35,2891.35,20240711,0,20240801,19800104,100
341,20240730,코스피,KOSPI시리즈,839,2738.19,-27.34,-.99,2744.4,2754.53,2732.82,392868090,10199651173207,2235428827339088,83,3.12,2891.35,20240711,0,20240731,19800104,100
342,20240729,코스피,KOSPI시리즈,837,2765.53,33.63,1.23,2748.32,2776.86,2742.69,456515695,10963602971959,2257406067431641,110,4.15,2891.35,20240711,0,20240730,19800104,100
343,20240726,코스피,KOSPI시리즈,837,2731.9,21.25,.78,2724.99,2738.4,2715.75,516467609,12971731709664,2228963595217386,77,2.89,2891.35,20240711,0,20240729,19800104,100
344,20240725,코스피,KOSPI시리즈,837,2710.65,-48.06,-1.74,2721.29,2725.15,2703.86,440318335,13673708697212,2212260228637285,55,2.09,2891.35,20240711,0,20240726,19800104,100
345,20240724,코스피,KOSPI시리즈,837,2758.71,-15.58,-.56,2755.5,2778.31,2748.65,469221275,11053910300885,2251624859143664,103,3.9,2891.35,20240711,0,20240725,19800104,100
346,20240723,코스피,KOSPI시리즈,837,2774.29,10.78,.39,2788.83,2796.92,2765.81,423403234,11526841676052,2265131154015696,119,4.48,2891.35,20240711,0,20240724,19800104,100
347,20240722,코스피,KOSPI시리즈,837,2763.51,-31.95,-1.14,2790.99,2795.12,2752.63,463878258,10499644345892,2255636583508568,108,4.08,2891.35,20240711,0,20240723,19800104,100
348,20240719,코스피,KOSPI시리즈,837,2795.46,-28.89,-1.02,2800.21,2802.68,2776.99,426207952,9585234666046,2280949590315269,140,5.28,2891.35,20240711,0,20240722,19800104,100
349,20240718,코스피,KOSPI시리즈,837,2824.35,-18.94,-.67,2805.64,2824.35,2799.02,658374570,15548196201712,2304940336748129,169,6.37,2891.35,20240711,0,20240719,19800104,100
350,20240717,코스피,KOSPI시리즈,837,2843.29,-22.8,-.8,2865.9,2868.58,2841.33,549094120,13923509175223,2320318934867633,188,7.08,2891.35,20240711,0,20240718,19800104,100
351,20240716,코스피,KOSPI시리즈,837,2866.09,5.17,.18,2861.71,2872.21,2857.07,677904823,12660325755248,2338465518826864,211,7.94,2891.35,20240711,0,20240717,19800104,100
352,20240715,코스피,KOSPI시리즈,837,2860.92,3.92,.14,2869.15,2872.9,2848.93,424457898,12165673099287,2334446313431494,206,7.74,2891.35,20240711,0,20240716,19800104,100
353,20240712,코스피,KOSPI시리즈,837,2857,-34.35,-1.19,2867.75,2872.25,2844.88,408178316,14085702513511,2329431205423023,202,7.6,2891.35,20240711,0,20240715,19800104,100
354,20240711,코스피,KOSPI시리즈,836,2891.35,23.36,.81,2888.76,2896.43,2879.28,462216873,14649701388722,2363627178724968,236,8.89,2891.35,20240711,0,20240712,19800104,100
355,20240710,코스피,KOSPI시리즈,836,2867.99,.61,.02,2863.05,2871.56,2858.87,472472909,11841458957088,2340811915381735,213,8.01,2867.99,20240710,0,20240711,19800104,100
356,20240709,코스피,KOSPI시리즈,836,2867.38,9.62,.34,2872.63,2875.37,2854.13,456429222,11241863704494,2339688644048581,212,7.99,2867.38,20240709,0,20240710,19800104,100
357,20240708,코스피,KOSPI시리즈,837,2857.76,-4.47,-.16,2862.58,2868.99,2855.53,425055594,9938577085762,2335361801343077,202,7.63,2862.23,20240705,0,20240709,19800104,100
358,20240705,코스피,KOSPI시리즈,837,2862.23,37.29,1.32,2836.21,2871.96,2836.21,378159145,13142275173526,2338315470421830,207,7.79,2862.23,20240705,0,20240708,19800104,100
359,20240704,코스피,KOSPI시리즈,837,2824.94,30.93,1.11,2817.06,2824.94,2808.88,393738620,13067110367346,2307278993396211,170,6.39,2824.94,20240704,0,20240705,19800104,100
360,20240703,코스피,KOSPI시리즈,837,2794.01,13.15,.47,2797.14,2799.7,2774.71,340337982,10243957490730,2281636129094657,139,5.22,2807.63,20240620,0,20240704,19800104,100
